학교명,급식일자,급식인원수,칼로리정보,탄수화물(g),단백질(g),지방(g),비타민A(R.E),티아민(mg),리보플라빈(mg),비타민C(mg),칼슘(mg),철분(mg),menu_list
단재초등학교,20250411,1338,756.6,90.7,31.6,29.2,239.0,1.5,0.5,23.6,257.2,2.5,"['찹쌀밥1', '1돈등뼈감자탕', '시금치무침', '베이컨감자전', '깍두기', '우유', '요플레']"
단재초등학교,20250414,1338,673.5,78.9,38.3,21.3,157.4,0.9,0.5,12.7,249.5,3.4,"['발아현미밥', '블렉데이초코크로칸슈', '짬뽕국', '짜장불고기', '1열무된장무침', '배추김치', '우유']"
단재초등학교,20250415,1338,673.6,87.0,29.4,23.1,80.7,0.9,0.5,66.3,184.8,3.6,"['찰귀리밥', '병천식순대국', '부추양파무침', '널응원햄', '깍두기', '우유', '골드파인애플']"
단재초등학교,20250416,1338,658.9,79.8,25.3,26.8,179.1,0.6,0.5,53.1,267.8,2.0,"['비빔밥&약고추장', '애배추된장국', '너비아니파프리카볶음', '열무김치', '우유', '에이드']"
단재초등학교,20250417,1338,788.6,111.4,26.5,26.2,114.4,0.4,0.6,15.7,281.3,3.3,"['찰보리밥', '육개장', '마파두부', '깐쇼새우', '배추김치', '우유', '1배']"
단재초등학교,20250418,1338,426.0,69.5,16.9,8.4,117.3,0.3,0.3,4.9,186.6,2.4,"['녹두밥', '닭곰탕', '1참나물무침', '돼지갈비후라이드&파채', '총각김치', '우유', '청포도']"
단재초등학교,20250421,1338,529.7,88.8,28.4,6.3,151.5,0.4,0.5,23.7,205.3,2.0,"['혼합10곡밥', '1어묵무국', '춘천닭갈비', '백김치', '우유', '참외', '깻잎무쌈']"
단재초등학교,20250422,1338,672.9,87.9,28.9,21.9,66.8,0.3,0.3,7.0,262.4,2.2,"['찰흑미밥', '참치김치찌개', '김부각', '생선커틀렛/소스', '깍두기', '우유', '바나나']"
단재초등학교,20250423,1338,708.7,115.3,23.3,18.2,263.0,0.4,0.7,20.4,298.4,10.4,"['김밥맛볶음밥', '우동국물', '매콤달콤떡볶이', '배추김치', '우유', '1요구르트', '김말이튀김']"
단재초등학교,20250424,1338,599.5,59.1,25.6,28.6,136.0,0.5,0.5,20.2,176.7,1.2,"['찰기장밥', '계란실파국', '상추치커리무침', '치폴리훈제오리구이', '배추김치', '우유', '친환경사과']"
단재초등학교,20250425,1338,722.8,76.9,38.9,27.2,221.9,1.3,0.8,11.0,232.8,3.7,"['차수수밥', '부대찌개', '돈육메추리알조림', '1비름나물무침', '플라워파이&딸기잼', '열무김치', '우유']"
단재초등학교,20250428,1338,563.1,66.6,37.0,15.2,144.9,0.8,0.6,10.8,199.7,2.3,"['차조밥', '황태무국', '사태김치찜', '김계란말이', '깍두기', '우유', '친환경방울토마토']"
단재초등학교,20250429,1338,503.9,67.9,30.2,11.7,110.1,0.9,0.5,30.8,237.6,2.3,"['율무밥', '1콩나물국', '돼지고기수육', '실곤약채소무침', '오렌지1', '보쌈김치', '우유']"
단재초등학교,20250430,1338,789.1,117.5,23.7,24.2,132.4,1.3,0.4,7.4,178.8,2.7,"['찹쌀밥1', '마늘바게트', '크림스프', '삼색모듬피클', '유자어린잎샐러드', '고메치즈함박스테이크', '우유']"
단재초등학교,20250503,1320,91.9,9.5,1.8,5.4,16.6,0.0,0.2,1.9,52.9,1.2,['구매양념']
단재초등학교,20250507,1320,724.2,92.3,32.2,24.6,117.2,0.4,0.7,23.1,440.1,3.2,"['옛날도시락', '1미소된장국', '초당옥수수핫도그', '열무김치', '우유', '1초코우유']"
단재초등학교,20250508,1320,586.7,79.3,25.1,18.4,256.2,0.7,0.6,38.4,381.2,8.7,"['녹두밥', '물만두계란국', '꽁치김치조림', '시금치무침', '깍두기', '우유', '골드파인애플']"
단재초등학교,20250509,1320,524.6,79.8,34.7,6.7,115.3,1.1,0.4,11.8,183.5,2.2,"['현미찹쌀밥', '낙지연포탕', '1쑥갓느타리무침', '직화돈육불고기', '총각김치', '요구르트', '바나나']"
단재초등학교,20250512,1320,536.7,84.4,27.0,9.5,202.8,0.6,0.6,10.7,192.0,2.4,"['찰흑미밥', '안동찜닭', '1근대된장국', '1오이도라지생채', '배추김치', '우유', '거봉']"
단재초등학교,20250513,1320,594.3,80.6,20.2,20.9,154.8,1.8,0.4,18.5,216.5,2.3,"['찰기장밥', '나주곰탕', '떡갈비조림', '1열무된장무침', '깍두기', '우유', '참외']"
단재초등학교,20250514,1320,425.3,48.2,14.9,19.0,294.8,0.2,0.4,27.8,179.1,1.8,"['친환경쌀밥', '베트남쌀국수', '단무지무침', '블루베리요거트샐러드', '춘권', '배추김치', '우유']"
단재초등학교,20250515,1320,792.7,93.1,37.2,29.3,183.4,1.1,0.7,9.4,225.9,2.8,"['찹쌀밥1', '스승의날케이크', '양송이스프', '방울토마토카프리제', '폭찹스테이크', '배추김치', '우유']"
단재초등학교,20250516,1320,698.6,93.5,30.4,21.2,137.1,0.9,0.5,60.5,211.7,3.8,"['차수수밥', '1쇠고기미역국', '돼지갈비찜', '잡채', '배추김치', '요구르트', '골드키위']"
단재초등학교,20250519,1320,665.6,89.2,22.1,24.6,97.1,0.2,0.3,13.1,272.1,1.7,"['찰귀리밥', '순한마라탕', '오이부추무침', '찹쌀 등심꿔바로우', '배추김치', '우유', '친환경사과']"
단재초등학교,20250520,1320,451.2,58.2,23.2,13.3,187.0,0.6,0.4,8.5,186.9,1.7,"['차조밥', '육개장', '근대된장무침', '버팔로봉', '배추겉절이', '우유', '청포도']"
단재초등학교,20250521,1320,611.6,95.6,25.1,13.6,143.5,0.6,0.5,20.6,169.2,1.8,"['달걀새우볶음밥', '우동장국', '짜장소스', '배추김치', '하트단무지', '우유', '에이드', '회오리감자']"
단재초등학교,20250522,1320,563.1,91.3,24.7,10.2,75.1,0.6,0.4,29.1,170.8,6.4,"['친환경혼합잡곡밥', '삼색수제비국', '도토리묵김치무침', '오렌지1', '임연수바베큐구이', '깍두기', '우유']"
단재초등학교,20250523,1320,986.0,135.1,22.2,39.4,55.4,0.5,0.3,9.0,187.2,1.6,"['찰옥수수밥', '♡브라우니행운찾기이벤트♡', '매콤어묵무국', '크림소스떡볶이', '미니돈까스&케찹', '배추김치', '요구르트']"
단재초등학교,20250526,1320,509.2,74.7,27.8,10.7,147.9,0.8,0.5,33.3,184.8,1.9,"['찰보리밥', '모듬버섯찌개', '로제찜닭', '게맛살숙주나물무침', '배추김치', '우유', '골드파인애플']"
단재초등학교,20250527,1320,625.8,91.2,30.5,13.8,144.7,0.5,0.4,5.7,215.2,1.6,"['찰기장밥', '1콩나물국', '쫄면채소무침', '무뼈족발', '보쌈김치', '우유', '수박']"
단재초등학교,20250528,1320,665.3,100.8,23.3,18.4,237.6,0.8,0.5,21.9,264.0,2.2,"['카레라이스', '시금치된장국', '간장무채장아찌', '왕새우튀김', '배추김치', '우유', '엔요요구르트']"
단재초등학교,20250529,1320,689.0,69.6,27.1,32.9,110.3,0.8,0.5,20.6,160.0,1.5,"['현미찹쌀밥', '순두부계란탕', '오리훈제/무쌈', '부추양파무침', '배추김치', '우유', '포도']"
단재초등학교,20250530,1320,724.8,116.6,34.1,12.6,226.9,1.1,0.9,25.9,310.3,4.2,"['곤드레나물밥', '베이컨감자채볶음', '된장찌개', '1돈육불고기', '열무김치', '요구르트', '단오수리취초코떡']"
단재초등학교,20250602,1320,746.5,87.2,30.0,28.9,146.0,0.9,0.4,4.1,189.5,2.9,"['찰흑미밥', '1쇠고기미역국', '돼지갈비찜', '상추치커리무침', '배추김치', '우유', '케이크']"
단재초등학교,20250604,1320,707.8,110.4,23.6,17.7,78.2,0.4,0.4,9.8,178.7,2.2,"['찰기장밥', '소고기무국', '갈비만두', '짜장볶음우동', '배추김치', '우유', '친환경사과']"
단재초등학교,20250605,1320,575.7,83.9,15.8,19.4,114.2,5.0,0.5,9.6,344.9,2.8,"['친환경쌀밥', '셀프군대리아', '옥수수스프', '오이피클', '양배추샐러드', '배추김치', '우유']"
단재초등학교,20250607,1320,91.9,9.5,1.8,5.4,16.6,0.0,0.2,1.9,52.9,1.2,['구매양념']
단재초등학교,20250609,1320,522.8,61.3,27.0,17.2,75.2,0.6,0.4,10.5,182.3,1.1,"['찹쌀밥1', '부대찌개', '게맛살숙주나물무침', '삼치카레구이', '깍두기', '우유', '1요구르트']"
단재초등학교,20250610,1320,611.0,87.0,20.7,19.8,181.3,0.7,0.5,16.7,152.0,3.2,"['찰귀리밥', '감자옹심이국', '건파래볶음', '오리불고기', '백김치', '우유', '친환경방울토마토']"
단재초등학교,20250611,1320,495.7,64.0,24.8,14.8,244.5,0.6,0.5,9.1,229.9,2.2,"['찰보리밥', '육개장', '닭날개데리야끼조림', '깻잎순볶음', '배추김치', '우유', '청포도']"
단재초등학교,20250612,1320,644.7,61.9,27.7,30.6,139.6,0.5,0.3,25.2,166.3,1.3,"['현미찹쌀밥', '계란실파국', '오징어초무침', '참치마요김쌈', '배추김치', '우유', '골드파인애플']"
단재초등학교,20250613,1320,929.4,132.1,24.3,33.2,31.6,0.3,1.1,11.7,341.4,2.5,"['친환경쌀밥', '돈코츠라멘', '타코야키', '단무지무침', '배추김치', '요구르트', '스위트플럼주스']"
단재초등학교,20250616,1320,517.0,82.7,27.9,7.2,134.3,0.6,0.6,10.9,188.0,2.3,"['찰옥수수밥', '된장찌개', '콩나물무침', '춘천닭갈비', '배추김치', '우유', '포도푸딩']"
단재초등학교,20250617,1320,628.0,114.6,20.9,9.8,124.4,0.5,0.5,11.3,193.3,2.5,"['차수수밥', '사골꽃떡국', '도라지오이초무침', '궁중떡볶이', '총각김치', '우유', '체리']"
단재초등학교,20250618,1320,473.3,74.0,19.3,11.3,292.4,0.4,0.5,20.3,209.6,2.0,"['친환경혼합잡곡밥', '순살감자탕', '동그랑땡전&케첩', '시금치무침', '깍두기', '우유', '수박']"
단재초등학교,20250619,1320,636.7,72.7,30.6,25.3,113.0,1.1,0.6,21.7,217.7,3.0,"['녹두밥', '모듬버섯찌개', '미역줄기볶음1', '캠핑모듬구이', '배추김치', '우유', '바나나']"
단재초등학교,20250620,1320,854.9,110.9,39.5,28.2,83.6,0.6,0.5,9.8,222.0,3.2,"['치킨데리야끼덮밥', '1미소된장국', '간장무채장아찌', '양상추샐러드&키위드레싱', '깍두기', '요구르트', '소떡소떡꼬치']"
단재초등학교,20250623,1320,670.3,76.4,32.0,24.5,147.1,0.5,0.5,16.5,190.8,3.8,"['차조밥', '베이컨감자채볶음', '무채국', '소불고기', '배추김치', '우유', '구슬아이스크림']"
단재초등학교,20250624,1320,582.7,77.7,24.5,19.0,178.0,0.6,0.5,36.2,214.9,2.2,"['찰귀리밥', '나가사끼짬뽕국', '근대된장무침', '유린기', '오렌지1', '배추김치', '우유']"
단재초등학교,20250625,1320,648.3,70.4,26.2,28.6,157.2,0.6,0.5,24.6,196.2,1.7,"['검정콩밥', '1어묵무국', '부추양파무침', '싸먹는오리슬라이스', '열무김치', '우유', '친환경방울토마토']"
단재초등학교,20250626,1320,626.7,80.5,19.4,24.6,113.9,0.6,0.4,3.7,189.6,2.1,"['찰기장밥', '순두부김치찌개', '1참나물무침', '1둥근새우까스/어니언소스', '배추김치', '우유', '생블루베리']"
단재초등학교,20250627,1320,561.5,71.7,22.8,20.6,50.0,0.6,0.4,10.4,419.3,3.0,"['떠먹는유부초밥', '팽이버섯된장국', '피자치즈볼', '배추김치', '요구르트', '엔요요구르트']"
단재초등학교,20250630,1320,637.6,68.2,31.7,24.4,158.2,1.1,0.5,8.4,187.6,2.7,"['찰보리밥', '맑은콩나물국', '돼지고기수육', '상추&쌈장', '채소스틱', '보쌈김치', '우유', '미니초코바']"
단재초등학교,20250701,1319,708.9,130.6,19.6,11.9,149.1,0.5,0.5,10.0,199.1,9.7,"['발아현미밥', '핑크퐁어묵무국', '매콤달콤떡볶이', '배추김치', '우유', '거봉', '김말이튀김']"
단재초등학교,20250702,1319,711.7,73.3,36.1,28.5,78.5,1.2,0.6,7.0,175.6,2.2,"['찰흑미밥', '1쇠고기미역국', '도라지오이초무침', 'LA갈비찜', '배추김치', '우유', '청포도']"
단재초등학교,20250703,1319,567.4,72.4,32.7,15.2,136.6,1.0,0.5,11.7,219.1,2.2,"['차수수밥', '된장찌개', '두부쑥갓무침', '제육고추장불고기', '배추김치', '우유', '짜요짜요']"
단재초등학교,20250704,1319,597.6,100.2,19.0,13.7,113.6,0.4,0.4,16.8,108.9,1.8,"['친환경쌀밥', '잔치국수', '연근조림', '납작만두', '배추김치', '에이드', '요구르트']"
단재초등학교,20250705,1319,560.6,28.4,4.2,47.0,66.0,0.1,0.6,1.3,86.9,2.5,['구매양념']
단재초등학교,20250707,1319,777.0,69.8,29.7,39.4,158.8,1.0,0.6,6.3,217.8,1.7,"['찹쌀밥1', '꽃게탕', '콩나물파채무침', '삼겹살구이', '배추김치', '우유', '구슬아이스크림']"
단재초등학교,20250708,1319,618.4,96.3,26.1,13.7,85.1,0.5,0.4,13.9,214.5,2.5,"['찰기장밥', '1팽이버섯된장국', '연어스테이크', '웨지감자', '배추김치', '우유', '체리']"
단재초등학교,20250709,1319,671.0,120.7,23.1,10.2,121.1,0.7,0.4,11.3,177.6,3.3,"['찰귀리밥', '병천식순대국', '부추양파무침', '소시지떡강정', '깍두기', '우유', '1방울토마토']"
단재초등학교,20250710,1319,443.9,62.3,27.8,7.8,148.5,0.5,0.4,18.4,198.6,2.0,"['찰보리밥', '육개장', '근대된장무침', '치즈블랙타이거새우', '배추김치', '우유', '참외']"
단재초등학교,20250711,1319,659.0,86.5,24.0,23.7,118.6,1.8,0.5,5.3,209.3,2.9,"['비빔밥&한우약고추장', '유부미소국', '남도떡갈비구이', '열무김치', '요구르트', '엔요요구르트']"
단재초등학교,20250714,1319,524.0,66.2,24.2,17.3,251.1,0.2,0.5,25.1,230.2,3.0,"['혼합잡곡밥', '순한마라탕', '시금치무침', '삼색달걀찜', '배추김치', '우유', '친환경사과']"
단재초등학교,20250715,1319,624.9,71.7,33.9,22.6,110.7,0.6,0.5,26.3,198.7,2.9,"['검정콩밥', '참치김치찌개', '청포묵김가루무침', '고메소바바치킨', '배추김치', '우유', '귤']"
단재초등학교,20250716,1319,611.9,90.1,33.4,12.3,136.5,0.6,0.5,14.8,208.5,2.0,"['찰옥수수밥', '소고기무국', '사각어묵볶음', '고추잡채&장미꽃빵', '배추김치', '우유', '바나나']"
단재초등학교,20250717,1319,657.1,87.4,36.3,17.1,181.7,1.3,0.9,8.0,204.5,4.8,"['차수수밥', '모듬버섯찌개', '돈육메추리알장조림', '고사리들깨무침', '수제마롱타르트', '열무김치', '우유']"
단재초등학교,20250718,1319,536.5,95.6,20.9,6.8,78.5,0.5,0.4,8.1,134.1,2.8,"['녹두밥', '누룽지삼계탕', '1양념깻잎지', '오징어김치전', '깍두기', '요구르트', '과일화채']"
단재초등학교,20250721,1206,566.9,71.6,36.3,13.6,264.5,1.0,0.5,20.2,267.3,2.6,"['찰흑미밥', '건새우시금치된장국', '1참나물무침', '오삼불고기', '배추김치', '우유', '거봉']"
단재초등학교,20250722,1206,574.5,61.4,27.6,22.7,101.7,1.0,0.4,8.6,167.7,2.2,"['율무밥', '1콩나물국', '마늘보쌈', '상추치커리무침', '보쌈김치', '우유', '자두']"
단재초등학교,20250723,1206,726.0,76.4,29.5,34.2,101.3,0.7,0.6,25.4,211.2,2.1,"['찰기장밥', '1청국장찌개', '오리훈제/무쌈', '1애호박볶음', '총각김치', '우유', '에이드']"
단재초등학교,20250724,1206,562.7,93.7,20.1,11.4,100.2,0.5,0.5,8.7,158.5,2.0,"['혼합10곡밥', '계란실파국', '쭈꾸미치즈떡볶음', '김부각', '백김치', '우유', '청포도']"
단재초등학교,20250725,1206,876.0,128.1,34.4,25.2,135.7,1.3,0.6,15.1,273.9,4.0,"['친환경쌀밥', '미트스파게티', '양상추샐러드&딸기드레싱', '삼색모듬피클', '고메치즈함박스테이크', '배추김치', '요구르트', '초코쉐이크']"
단재초등학교,20250811,1206,615.8,72.1,27.2,23.0,91.1,1.0,0.3,13.2,132.4,2.3,"['찰귀리밥', '베이컨감자채볶음', '1쇠고기미역국', '돼지갈비찜', '배추김치', '요플레']"
단재초등학교,20250812,1319,491.7,61.6,26.5,16.1,100.5,0.5,0.2,2.0,48.1,1.4,"['녹두밥', '순두부계란탕', '새송이고추장무침', '허브치킨플레로티', '배추김치', '수박']"
단재초등학교,20250813,1319,511.0,87.3,10.9,13.4,16.5,0.5,0.2,10.8,51.4,1.9,"['혼합10곡밥', '한우설렁탕', '부추양파무침', '베이컨감자전', '깍두기', '바나나']"
단재초등학교,20250814,1319,704.8,105.4,28.3,20.3,79.8,0.8,0.5,26.7,155.8,8.5,"['친환경쌀밥', '찹쌀탕수육', '짜장면', '짬뽕국', '단무지무침', '배추김치', '1요구르트']"
단재초등학교,20250816,1319,526.8,28.4,7.0,43.0,60.3,0.1,0.8,7.1,240.6,6.3,['구매양념']
단재초등학교,20250818,1319,492.4,60.1,31.6,12.5,128.9,0.9,0.6,6.8,96.4,2.8,"['검정콩밥', '맑은콩나물국', '사태김치찜', '계란찜', '깍두기', '포도']"
단재초등학교,20250819,1319,512.2,72.0,34.0,8.8,153.6,1.1,0.4,22.4,121.0,2.1,"['율무밥', '1아욱된장국', '사각어묵볶음', '직화돈육불고기', '배추김치', '참외']"
단재초등학교,20250820,1319,584.8,64.5,28.5,22.8,63.0,1.1,0.5,22.7,104.5,2.2,"['찰보리밥', '육개장', '게맛살숙주나물무침', '캠핑모듬구이', '열무김치', '거봉']"
단재초등학교,20250821,1319,619.7,77.7,27.0,17.9,107.8,0.4,0.2,11.1,184.8,2.7,"['차수수밥', '참치김치찌개', '1열무된장무침', '생선커틀렛/소스', '깍두기', '1방울토마토']"
단재초등학교,20250822,1319,661.1,106.7,21.5,15.3,168.6,0.5,0.3,24.3,85.3,2.3,"['갈릭베이컨볶음밥', '계란실파국', '간장무채장아찌', '로제떡볶이', '배추김치', '워터젤리']"
단재초등학교,20250825,1319,646.7,100.1,35.1,10.2,192.4,1.1,0.7,26.4,232.5,2.5,"['찰흑미밥', '해물칼국수', '돈육메추리알장조림', '치커리오이무침', '배추김치', '우유', '골드파인애플']"
단재초등학교,20250826,1319,653.8,67.8,28.0,29.9,133.5,0.6,0.5,76.6,180.4,2.1,"['찰귀리밥', '1어묵무국', '참나물무침', '치폴리훈제오리구이', '배추김치', '우유', '골드키위']"
단재초등학교,20250827,1319,677.3,74.7,33.7,25.6,107.7,1.1,0.7,12.1,197.5,2.9,"['찰기장밥', '된장찌개', '돼지고기수육', '고사리들깨볶음', '보쌈김치', '우유', '포도']"
단재초등학교,20250828,1319,517.6,79.7,21.7,11.7,108.5,0.7,0.4,25.3,172.5,1.9,"['찹쌀밥1', '모듬버섯찌개', '닭날개데리야끼조림', '도토리묵김치무침', '총각김치', '우유', '1귤']"
단재초등학교,20250829,1319,715.3,95.7,13.8,31.2,95.4,0.6,0.3,13.5,130.6,2.1,"['인델리카레라이스', '우동장국', '양상추샐러드&키위드레싱', '미니돈까스&케찹', '깍두기', '요구르트', '포도주스']"
단재초등학교,20250901,1312,733.4,63.3,37.8,33.6,111.1,1.2,0.7,4.6,171.7,2.7,"['현미찹쌀밥', '1생크림케이크', '1쇠고기미역국', '콩나물무침', 'LA갈비오븐구이', '배추김치', '우유']"
단재초등학교,20250902,1312,506.7,73.1,18.0,15.2,174.8,0.5,0.6,12.6,188.8,2.5,"['찹쌀밥1', '순살감자탕', '김부각', '소시지품은계란말이', '깍두기', '우유', '1방울토마토']"
단재초등학교,20250903,1312,607.8,68.4,36.7,19.6,70.1,1.1,0.5,16.8,142.3,1.8,"['발아현미밥', '부대찌개', '꽈리고추감자조림', '깡통돼지후라이드/파채무침', '깍두기', '우유', '포도']"
단재초등학교,20250904,1312,697.7,86.3,28.7,25.6,276.5,0.8,0.7,9.1,252.9,2.9,"['검정콩밥', '북어계란국', '1깻순나물볶음', '오리불고기', '백김치', '우유', '찹쌀꽈배기']"
단재초등학교,20250905,1312,782.2,78.9,28.0,39.6,88.4,0.8,0.5,22.7,175.1,3.4,"['스팸마요덮밥', '우동장국', '간장무채장아찌', '치킨텐더샐러드', '배추김치', '요구르트', '쿠앤쿠아몬드']"
단재초등학교,20250906,1312,526.8,28.4,7.0,43.0,60.3,0.1,0.8,7.1,240.6,6.3,['구매양념']
단재초등학교,20250908,1312,501.8,76.1,27.3,8.8,124.0,0.6,0.4,30.7,155.8,1.8,"['혼합잡곡밥', '안동찜닭', '오징어무국', '연근찹쌀강정', '오렌지1', '동치미', '우유']"
단재초등학교,20250909,1312,613.7,73.8,29.3,22.3,99.0,0.5,0.4,25.9,219.6,2.0,"['차수수밥', '맑은콩나물국', '메밀들기름막국수', '무뼈족발', '보쌈김치', '우유', '골드파인애플']"
단재초등학교,20250910,1312,775.9,138.5,17.3,16.8,82.6,0.3,0.3,19.8,187.6,1.7,"['녹두밥', '들깨감자옹심이국', '크림소스떡볶이', '웨지감자', '깍두기', '우유', '바나나']"
단재초등학교,20250911,1312,505.9,70.6,27.2,12.1,187.0,0.7,0.5,5.2,245.9,7.0,"['차조밥', '해물순두부찌개', '근대된장무침', '임연수바베큐구이', '배추김치', '우유', '요플레']"
단재초등학교,20250912,1312,577.1,84.9,21.9,16.1,227.9,0.3,0.3,41.0,377.4,3.1,"['나시고랭볶음밥', '베트남쌀국수', '꼬들단무지무침', '춘권/칠리소스', '배추김치', '에이드', '요구르트']"
단재초등학교,20250915,1312,708.4,92.1,25.4,26.9,84.7,0.3,0.4,12.4,277.4,2.0,"['찰귀리밥', '순한마라탕', '1쑥갓느타리무침', '찹쌀 등심꿔바로우', '배추김치', '우유', '조각멜론']"
단재초등학교,20250916,917,561.2,86.0,22.0,14.1,92.8,0.5,0.3,13.3,182.6,1.2,"['찹쌀밥1', '호박고추장감자찌개', '청경채굴소스볶음', '순살양념치킨', '배추김치', '우유', '머루포도']"
단재초등학교,20250917,937,605.6,81.1,34.6,14.9,133.3,1.2,0.7,41.5,209.5,2.6,"['찰흑미밥', '된장찌개', '양배추쌈&쌈장', '1돈육불고기', '배추김치', '우유', '1귤']"
단재초등학교,20250918,959,648.8,89.3,34.4,16.3,169.4,0.7,0.4,77.8,188.3,3.4,"['찰보리밥', '1근대된장국', '닭고기카레떡볶음', '1진미채볶음', '깍두기', '우유', '골드키위']"
단재초등학교,20250919,1128,731.5,100.3,13.8,30.4,69.7,0.4,0.3,71.9,103.4,2.1,"['차수수밥', '마늘바게트', '크림스프', '유자어린잎샐러드', '경양식돈까스/소스', '배추김치', '사과주스', '요구르트']"
단재초등학교,20250922,1312,650.2,94.6,22.1,20.0,164.2,0.5,0.5,13.0,155.7,2.6,"['발아현미밥', '사골꽃떡국', '잡채*', '달걀오믈렛+살사소스', '총각김치', '우유', '1방울토마토']"
단재초등학교,20250923,1312,537.4,72.1,22.2,17.1,89.9,2.1,0.5,25.1,165.5,3.6,"['찰흑미밥', '물만두계란국', '등갈비바베큐폭립', '청포묵김가루무침', '배추김치', '우유', '골드파인애플']"
단재초등학교,20250924,1312,518.5,66.3,31.4,13.3,113.5,0.7,0.3,29.8,185.4,1.8,"['찰옥수수밥', '1어묵무국', '1애호박볶음', '오렌지1', '칠리치킨구이', '배추김치', '우유']"
단재초등학교,20250925,1312,686.9,89.5,20.9,26.8,126.9,0.4,0.3,6.7,211.0,2.0,"['율무밥', '참치김치찌개', '1참나물무침', '1둥근새우까스/어니언소스', '열무김치', '우유', '포도']"
단재초등학교,20250926,1312,796.7,126.7,26.8,19.5,105.7,1.6,0.5,8.5,143.7,3.8,"['친환경쌀밥', '잔치국수', '떡갈비조림', '배추김치', '요구르트', '삼색꿀떡', '미숫가루']"
단재초등학교,20250929,1312,834.3,105.9,22.8,35.9,138.2,0.9,0.5,34.9,207.9,3.3,"['찰귀리밥', '1팽이버섯된장국', '미트볼푸실리볶음', '초당옥수수구이', '배추김치', '우유', '1귤']"
단재초등학교,20250930,1312,718.1,75.3,27.8,33.8,107.1,0.7,0.5,27.5,167.8,1.4,"['찰기장밥', '육개장', '오리훈제/무쌈', '도라지오이초무침', '배추겉절이', '우유', '포도']"
단재초등학교,20251001,1291,540.7,60.6,35.7,16.1,237.7,0.9,0.8,14.9,330.9,3.3,"['검정콩밥', '건새우아욱된장국', '사태김치찜', '계란찜', '총각김치', '우유', '친환경사과']"
단재초등학교,20251002,1291,635.1,109.9,18.4,13.2,203.2,0.5,0.4,5.8,204.1,2.6,"['비빔밥&한우약고추장', '1근대된장국', '옥수수전/연유', '열무김치', '우유', '바람떡', '식혜']"
단재초등학교,20251004,1291,374.3,28.3,7.0,26.4,60.1,0.1,0.8,7.1,233.5,6.0,['구매양념']
단재초등학교,20251013,1291,830.9,64.6,33.0,47.4,102.7,1.1,0.8,11.1,167.3,2.2,"['찰귀리밥', '모듬버섯찌개', '양배추오리엔탈샐러드', '통삼겹오븐구이', '배추김치', '우유', '머루포도']"
단재초등학교,20251014,1291,471.8,72.9,27.0,7.0,165.1,0.7,0.5,10.6,171.6,2.3,"['찰흑미밥', '순두부계란탕', '콩나물무침', '춘천닭갈비', '배추김치', '우유', '1방울토마토']"
단재초등학교,20251015,1291,838.5,109.2,37.8,25.7,166.2,1.2,0.6,72.7,197.2,3.7,"['찹쌀밥1', '된장찌개', '돼지고기수육', '야채스틱/쌈장', '쫄면야채무침', '보쌈김치', '우유', '골드키위']"
단재초등학교,20251016,1291,616.7,92.6,20.8,17.9,93.7,0.5,0.4,8.0,218.5,2.2,"['혼합잡곡밥', '1어묵무국', '마파두부', '크런치새우', '배추김치', '우유', '1배']"
단재초등학교,20251017,1291,612.0,86.6,32.0,14.2,116.2,1.0,0.5,17.7,220.3,4.4,"['달걀새우볶음밥', '짬뽕국', '교자만두', '짜장소스', '배추김치', '요구르트', '1요구르트']"
단재초등학교,20251020,1291,664.8,77.0,28.7,25.1,137.6,0.9,0.5,5.6,151.8,2.3,"['발아현미밥', '1쇠고기미역국', '돼지갈비찜', '상추치커리무침', '배추김치', '우유', '쫀득쿠키']"
단재초등학교,20251021,1291,637.2,68.5,28.1,27.8,105.0,0.8,0.5,38.5,189.5,2.2,"['녹두밥', '1청국장찌개', '콩나물부추무침', '싸먹는오리슬라이스', '배추겉절이', '우유', '1귤']"
단재초등학교,20251022,1291,632.6,111.3,21.9,10.7,121.5,0.5,0.5,29.5,167.5,5.0,"['찰보리밥', '계란만두국', '매콤달콤떡볶이', '오렌지1', '오징어튀김', '배추김치', '우유']"
단재초등학교,20251023,1291,628.7,78.7,25.2,23.9,172.5,0.6,0.5,60.5,196.4,2.7,"['차조밥', '1닭곰탕', '삼색나물무침', '널응원햄', '깍두기', '우유', '친환경사과']"
단재초등학교,20251024,1291,673.5,91.1,26.0,21.6,53.3,1.0,0.3,71.6,104.3,2.4,"['친환경쌀밥', '제주식 고기국수', '독도의날케이크', '떡매갈비지짐', '배추김치', '사과주스', '요구르트']"
단재초등학교,20251027,1291,515.8,69.4,31.6,10.7,77.9,0.9,0.4,6.9,128.9,1.9,"['차수수밥', '맑은콩나물국', '제육고추장불고기', '낙지호롱이', '배추김치', '우유', '포도']"
단재초등학교,20251028,1291,634.6,66.0,32.6,25.6,104.3,1.2,0.7,36.7,176.1,2.2,"['찰기장밥', '돈육김치찌개', '1오이도라지생채', '캠핑모듬구이', '깍두기', '우유', '골드파인애플']"
단재초등학교,20251029,1291,694.2,106.7,26.5,17.6,61.9,0.7,0.4,12.1,225.7,3.5,"['율무밥', '병천식순대국', '부추양파무침', '두부찰도그롤/케찹', '깍두기', '우유', '바나나']"
